29/12/2017	10:53:43	S	PTTEP	2,500	100.00	250,000.00	192.50	13.47	249,794.03
29/12/2017	12:27:17	B	ASK	2,500	23.90	59,750.00	45.96	3.22	59,799.18
29/12/2017	12:24:00	B	TISCO	1,000	88.75	88,750.00	68.35	4.78	88,823.13
29/12/2017	12:19:32	B	BCP	1,500	41.00	61,500.00	47.36	3.32	61,550.68
29/12/2017	12:18:26	B	HTECH	5,000	8.60	43,000.00	33.11	2.32	43,035.43
29/12/2017	11:38:18	B	TKS	1,000	10.90	10,900.00	8.39	0.59	10,908.98
29/12/2017	11:02:47	B	HTECH	5,000	8.60	43,000.00	33.11	2.32	43,035.43
29/12/2017	10:51:41	B	LPH	5,000	7.35	36,750.00	28.31	1.98	36,780.29
29/12/2017	10:51:41	B	LPH	5,000	7.35	36,750.00	28.31	1.98	36,780.29
29/12/2017	10:08:59	B	TISCO	1,000	88.50	88,500.00	68.15	4.77	88,572.92
28/12/2017	14:30:00	B	KCE	1,000	82.25	82,250.00	63.34	4.43	82,317.77
28/12/2017	10:49:45	B	KCE	1,000	83.00	83,000.00	63.91	4.48	83,068.39
27/12/2017	11:49:29	S	ANAN	50,000	6.00	300,000.00	231.00	16.16	299,752.84
27/12/2017	10:16:50	S	ACAP-W2	10,000	8.10	81,000.00	62.37	4.37	80,933.26
27/12/2017	10:16:34	S	ACAP	20,000	14.60	292,000.00	224.84	15.74	291,759.42
27/12/2017	10:16:14	S	ACAP-W2	20,000	8.10	162,000.00	124.74	8.73	161,866.53
27/12/2017	11:02:50	B	TKS	2,000	11.10	22,200.00	17.09	1.20	22,218.29
27/12/2017	10:40:57	B	KCE	1,000	84.50	84,500.00	65.07	4.55	84,569.62
27/12/2017	10:38:08	B	TISCO	1,000	90.50	90,500.00	69.69	4.88	90,574.57
27/12/2017	10:37:12	B	TISCO	1,000	90.50	90,500.00	69.69	4.88	90,574.57
27/12/2017	10:30:33	B	TKS	2,000	11.20	22,400.00	17.24	1.21	22,418.45
26/12/2017	16:23:27	B	JMART	5,000	17.80	89,000.00	68.51	4.80	89,073.31
26/12/2017	11:39:37	B	TKS	5,000	10.90	54,500.00	41.97	2.94	54,544.91
26/12/2017	11:10:47	B	TISCO	1,000	90.25	90,250.00	69.49	4.86	90,324.35
26/12/2017	11:07:50	B	BCP	2,500	40.25	100,625.00	77.49	5.42	100,707.91
25/12/2017	11:42:06	S	ANAN	50,000	6.00	300,000.00	231.00	16.17	299,752.83
25/12/2017	11:13:45	S	ANAN	60,000	6.00	360,000.00	277.20	19.41	359,703.39
25/12/2017	11:35:07	B	KCE	1,000	85.00	85,000.00	65.45	4.58	85,070.03
22/12/2017	15:45:49	S	ACAP	10,000	13.10	131,000.00	100.87	7.07	130,892.06
22/12/2017	15:42:53	S	ACAP-W2	5,000	7.40	37,000.00	28.49	1.99	36,969.52
22/12/2017	15:37:22	S	PSTC	100,000	0.82	82,000.00	63.14	4.42	81,932.44
22/12/2017	15:35:20	S	PTG	5,000	21.30	106,500.00	82.01	5.74	106,412.25
22/12/2017	15:33:40	S	PSTC	50,000	0.82	41,000.00	31.57	2.21	40,966.22
22/12/2017	15:31:51	S	ACAP-W2	5,000	7.40	37,000.00	28.49	1.99	36,969.52
22/12/2017	15:31:06	S	SENA	20,000	4.08	81,600.00	62.83	4.40	81,532.77
22/12/2017	12:29:28	S	ACAP-W2	12,000	7.15	85,800.00	66.07	4.62	85,729.31
22/12/2017	11:45:15	S	SGP	5,000	24.10	120,500.00	92.79	6.50	120,400.71
22/12/2017	11:36:00	S	SENA	10,000	4.08	40,800.00	31.40	2.20	40,766.40
22/12/2017	11:41:23	B	TISCO	1,000	88.50	88,500.00	68.15	4.77	88,572.92
22/12/2017	11:09:02	B	BCP	2,500	39.75	99,375.00	76.51	5.36	99,456.87
22/12/2017	10:21:44	B	TISCO	1,000	88.00	88,000.00	67.76	4.74	88,072.50
21/12/2017	14:39:07	B	BCP	2,500	39.75	99,375.00	76.52	5.36	99,456.88
21/12/2017	10:18:18	B	ACAP	5,000	11.10	55,500.00	42.73	2.99	55,545.72
20/12/2017	12:13:14	B	TKS	5,000	10.50	52,500.00	40.43	2.83	52,543.26
19/12/2017	12:29:37	S	SENA	10,000	4.08	40,800.00	31.41	2.20	40,766.39
19/12/2017	12:28:46	S	SENA	10,000	4.08	40,800.00	31.41	2.20	40,766.39
19/12/2017	12:00:21	S	PTG	5,000	20.70	103,500.00	79.70	5.57	103,414.73
19/12/2017	10:19:10	B	TKS	2,500	10.50	26,250.00	20.22	1.42	26,271.64
19/12/2017	10:12:11	B	TKS	2,500	10.50	26,250.00	20.22	1.42	26,271.64
18/12/2017	12:15:02	S	SENA	25,000	4.16	104,000.00	80.08	5.61	103,914.31
15/12/2017	14:49:13	S	SENA	25,000	4.12	103,000.00	79.31	5.55	102,915.14
15/12/2017	11:05:30	S	PREB	20,000	12.50	250,000.00	192.50	13.49	249,794.01
15/12/2017	11:04:01	S	SENA	5,000	4.12	20,600.00	15.86	1.11	20,583.03
15/12/2017	11:03:45	S	SENA	5,000	4.12	20,600.00	15.87	1.11	20,583.02
15/12/2017	11:04:11	B	ACAP-W2	1,000	6.20	6,200.00	4.77	0.33	6,205.10
15/12/2017	10:59:33	B	ACAP-W2	1,000	6.20	6,200.00	4.77	0.33	6,205.10
15/12/2017	10:56:30	B	FSMART	5,000	15.50	77,500.00	59.68	4.18	77,563.86
15/12/2017	10:55:33	B	SGP	5,000	24.50	122,500.00	94.33	6.60	122,600.93
14/12/2017	15:22:06	S	FSMART	5,000	15.60	78,000.00	60.04	4.20	77,935.76
14/12/2017	15:10:28	S	AMA	5,000	15.90	79,500.00	61.21	4.28	79,434.51
14/12/2017	12:29:41	S	SENA	10,000	4.14	41,400.00	31.87	2.23	41,365.90
14/12/2017	11:54:48	S	SENA	10,000	4.14	41,400.00	31.88	2.23	41,365.89
14/12/2017	11:52:53	S	SENA	20,000	4.14	82,800.00	63.76	4.46	82,731.78
14/12/2017	11:47:30	S	SMT	20,000	2.42	48,400.00	37.27	2.61	48,360.12
14/12/2017	10:50:33	S	PREB	10,000	12.50	125,000.00	96.25	6.74	124,897.01
14/12/2017	10:48:46	S	GULF	4,000	53.50	214,000.00	164.78	11.56	213,823.66
14/12/2017	15:19:11	B	JMART	5,000	17.30	86,500.00	66.61	4.66	86,571.27
14/12/2017	12:29:35	B	ACAP-W2	5,000	6.10	30,500.00	23.49	1.64	30,525.13
14/12/2017	12:27:36	B	ACAP	5,000	11.90	59,500.00	45.82	3.21	59,549.03
14/12/2017	12:20:37	B	JMART	5,000	17.90	89,500.00	68.92	4.82	89,573.74
14/12/2017	12:13:22	B	ACAP-W2	5,000	6.40	32,000.00	24.64	1.72	32,026.36
14/12/2017	11:50:30	B	WHAUP	10,000	7.55	75,500.00	58.14	4.07	75,562.21
14/12/2017	11:39:16	B	ACAP	5,000	12.40	62,000.00	47.74	3.34	62,051.08
